cout_materiaux_ht;cout_implementation_ht;cout_total_ht;cout_induit_ht;date_sigture_devis;date_facture;date_x;annee_travaux;revenu_mo;climat;code_region;code_departement;departement;type_logement;annee_construction;constr_cat;nb_pieces;surf_habitable;montant_aides_fincieres;type_aides_fincieres;renovation_globale;marque;modele;energie_chauffage_avt_travaux;energie_chauffage_installee;generateur;type_chaudiere;cop;puissance;rendement
3503;1989;5421;;;05/07/2018;05/07/2018;2018;;H3;94;2B;HAUTE-CORSE;INDIVIDUEL;;;;;600;CEE (AGIR +);Rénovation simple;SEGUIN DUTERIEZ;VISIO 8;;BOIS;POELE;;;11;75
;;;;;;;;;H1;28;;;COLLECTIF;;;;50;;;Changement urgent de chaudière;;;;;;;;;
;;486;;;;;;;H1;28;;;INDIVIDUEL;;;;103;2000;CODAH - ASE;ré-Isolation sol combles+ installation wmc hygro B+ changement 9 fenêtres + 1 PF+ vannes thermostatiques;;;;;;;;;
;;10039;;;;;;;H1;28;;;;;;;;2000;DEPT - AIDE A L'HABITAT DURABLE;remplacement chauffage électrique par chauffage au gaz;;;;;;;;;
;;19108;;;;;;;H1;28;;;INDIVIDUEL;;;;110;2400;CODAH - ASE;chauffage au fuel remplacé par la chaudière gaz, fenêtres, isolation murs;;;;;;;;;
;;;;;;;;;H1;28;;;;;;;;633;DEPT - AIDE A L'HABITAT DURABLE;remplacement de chaudiere;;;;;;;;;
;;5878;;;;;;;H1;28;;;;;;;;1000;DEPT - AIDE A L'HABITAT DURABLE;pose chaudière à condensation;;;;;;;;;
;;4430;;;;;;;H1;28;;;INDIVIDUEL;;;;123;3500;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;Toiture sarking + chaudière et ecs;;;;;;;;;
;;2173;;;;;;;H1;28;;;COLLECTIF;;;;48;761;AH - AUTRE TRAVAUX PO;remplacement de chaudiere par condensation;;;;;;;;;
;;4748;;;;;;;H1;28;;;;;;;109;881;CCAS;isolation sol combles+ isolation 2 rampants zinc+ vannes th.+ 2 velux+ vmc hygro B;;;;;;;;;
;;4763;;;;;;;H1;28;;;INDIVIDUEL;;;;135;2000;CODAH - ASE;Installation poele à boisisolation des combles;;;;;;;;;
3422;1092;4411;;;26/10/2017;26/10/2017;2017;;H3;94;2B;HAUTE-CORSE;INDIVIDUEL;;;;;600;CEE (AGIR +);Rénovation simple;MCZ;BOXTHERM 70;;BOIS;INSERT;;;8.8;92.7
;;6105;;;;;;;H1;28;;;INDIVIDUEL;;;;86;2000;CODAH - ASE;isolation rampants+ remplacement toiture + fenêtre de toit+ isolation plancher / mur sur lnc+ chaudière et ecs+ ventilation hygro;;;;;;;;;
;;6698;;;;;;;H1;28;;;INDIVIDUEL;;;;87;10000;AH - TRAVAUX D'AMELIORATION ENERGETIQUE;ré-isolation sol combles+ remplacement par chaudière gaz condensation+ robinets thermostatiques+ ballon ecs+ remaplcement 11 fenêtres + 2 portes;;;;;;;;;
;;6698;;;;;;;H1;28;;;INDIVIDUEL;;;;87;2000;CODAH - ASE;ré-isolation sol combles+ remplacement par chaudière gaz condensation+ robinets thermostatiques+ ballon ecs+ remaplcement 11 fenêtres + 2 portes;;;;;;;;;
;;15741;;;;;;;H1;28;;;COLLECTIF;;;;65;3500;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;chaudière à condensation et réseau radiateurs+ couverture+ menuiseries+ isolation des murs périphériques+ parquet et portes+ électricité;;;;;;;;;
;;;;;;;;;H1;28;;;COLLECTIF;;;;77;963;DEPT - AIDE A L'HABITAT DURABLE;chaudière;;;;;;;;;
;;;;;;;;;H1;28;;;INDIVIDUEL;;;;80;0;DEPT - AIDE A L'HABITAT DURABLE;remplacement de la chaudiere;;;;;;;;;
;;4982;;;;;;;H1;28;;;INDIVIDUEL;;;;50;3500;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;chaudière + toiture + isolation sous toiture;;;;;;;;;
;;4982;;;;;;;H1;28;;;INDIVIDUEL;;;;50;10000;AH - TRAVAUX D'AMELIORATION ENERGETIQUE;chaudière + toiture + isolation sous toiture;;;;;;;;;
;;4982;;;;;;;H1;28;;;INDIVIDUEL;;;;50;2400;CODAH - ASE;chaudière + toiture + isolation sous toiture;;;;;;;;;
;;5003;;;;;;;H1;28;;;INDIVIDUEL;;;;118;0;CHEQUE ENERGIE REGION;Chaudière et ecs à condensation+ isolation plafond garage+ isolation 1 mur+ remplacement fenêtres et un velux+ vmc;;;;;;;;;
;;5003;;;;;;;H1;28;;;INDIVIDUEL;;;;118;2000;CODAH - ASE;Chaudière et ecs à condensation+ isolation plafond garage+ isolation 1 mur+ remplacement fenêtres et un velux+ vmc;;;;;;;;;
;;5003;;;;;;;H1;28;;;INDIVIDUEL;;;;118;1800;DEPT - AIDE A L'HABITAT DURABLE;Chaudière et ecs à condensation+ isolation plafond garage+ isolation 1 mur+ remplacement fenêtres et un velux+ vmc;;;;;;;;;
;;3545;;;;;;;H1;28;;;INDIVIDUEL;;;;98;5264.5;CHEQUE ENERGIE REGION;chaudière + vmc + isolation toit terrasse + fenêtres;;;;;;;;;
;;6344;;;;;;;H1;28;;;COLLECTIF;;;;75;4475;AH - TRAVAUX D'AMELIORATION ENERGETIQUE;Remplacement chaudiereInstallation radiateurMenuiseries exterieuresVMC;;;;;;;;;
;;6344;;;;;;;H1;28;;;COLLECTIF;;;;75;2400;CODAH - ASE;Remplacement chaudiereInstallation radiateurMenuiseries exterieuresVMC;;;;;;;;;
;;2985;;;;;;;H1;28;;;;;;;67;1854;AH - TRAVAUX D'AMELIORATION ENERGETIQUE;remplacement chaudière+ escalier pour acces combles amégés;;;;;;;;;
3007;745;4546;;;15/03/2018;15/03/2018;2018;;H3;94;2B;HAUTE-CORSE;INDIVIDUEL;;;;;1500;CEE (AGIR +);Rénovation simple;BRISACH;GANO;;BOIS;POELE;;;8.1;90.9
3702;780;5821;;;09/01/2017;09/01/2017;2017;;H3;94;2B;HAUTE-CORSE;INDIVIDUEL;;;;;600;CEE (AGIR +);Rénovation simple;HOBEN;H7 CLASSIC;;BOIS;POELE;;;8.3;79
;;4344;;;;;;;H1;28;;;INDIVIDUEL;;;;73;3500;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;isolation sarking + toiture+ 1 velux +isolation plafond cave+ chaudière et ecs à condensation;;;;;;;;;
;;4344;;;;;;;H1;28;;;INDIVIDUEL;;;;73;2000;CODAH - ASE;isolation sarking + toiture+ 1 velux +isolation plafond cave+ chaudière et ecs à condensation;;;;;;;;;
;;8716;;;;;;;H1;28;;;INDIVIDUEL;;;;120;3500;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;ré-isolation des combles et amégement (+ 65 mŒé)+ remplacement chaudière+ création 4 velux + 2 portes fenêtres+ vmc hygro B+ isolation tous plafonds sous sol;;;;;;;;;
;;5458;;;;;;;H1;28;;;;;;;83;1774.57;DEPT - AIDE A L'HABITAT DURABLE;remplacement chauffage à air pulsé par radiateurs électriques;;;;;;;;;
;;8716;;;;;;;H1;28;;;INDIVIDUEL;;;;120;10000;AH - TRAVAUX D'AMELIORATION ENERGETIQUE;ré-isolation des combles et amégement (+ 65 mŒé)+ remplacement chaudière+ création 4 velux + 2 portes fenêtres+ vmc hygro B+ isolation tous plafonds sous sol;;;;;;;;;
;;8716;;;;;;;H1;28;;;INDIVIDUEL;;;;120;2000;CODAH - ASE;ré-isolation des combles et amégement (+ 65 mŒé)+ remplacement chaudière+ création 4 velux + 2 portes fenêtres+ vmc hygro B+ isolation tous plafonds sous sol;;;;;;;;;
;;8709;;;;;;;H1;28;;;COLLECTIF;;;;51;2500;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;Isolation plafond+ murs sur l'extérieur+ chauffage au gaz + ecs + radiateurs;;;;;;;;;
4631;1266;8093;3166.13;;20/11/2017;20/11/2017;2017;;H3;94;2B;HAUTE-CORSE;INDIVIDUEL;;;;;800;CEE (AGIR +);Rénovation simple;ATRA;16/9 900;;BOIS;INSERT;;;17;77.2
1781;800;3212;;;27/11/2017;27/11/2017;2017;;H3;94;2B;HAUTE-CORSE;INDIVIDUEL;;;;;600;CEE (AGIR +);Rénovation simple;INVICTA;ORENSE;;BOIS;POELE;;;8;76
3270;780;5463;;;20/09/2017;20/09/2017;2017;;H3;94;2B;HAUTE-CORSE;INDIVIDUEL;;;;;600;CEE (AGIR +);Rénovation simple;CMG;RAFALE;;BOIS;POELE;;;12;78
5274;745;6199;;;12/03/2017;12/03/2017;2017;;H3;94;2B;HAUTE-CORSE;INDIVIDUEL;;;;;600;CEE (AGIR +);Rénovation simple;RIKA;REVO;;BOIS;POELE;;;9;91.1
;;2613;;;;;;;H1;28;;;COLLECTIF;;;;60;2500;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;Chaudière et vannes th.et programmateur+ 6 fenêtres et volets + électricité;;;;;;;;;
3422;1589;4595;;;25/09/2017;25/09/2017;2017;;H3;94;2B;HAUTE-CORSE;INDIVIDUEL;;;;;600;CEE (AGIR +);Rénovation simple;MCZ;BOXTHERM 70;;BOIS;INSERT;;;8.8;92.7
;;2613;;;;;;;H1;28;;;COLLECTIF;;;;60;5091;AH - TRAVAUX D'AMELIORATION ENERGETIQUE;Chaudière et vannes th.et programmateur+ 6 fenêtres et volets + électricité;;;;;;;;;
;;4039;;;;;;;H1;28;;;INDIVIDUEL;;;;108;2500;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;Isolation des murs par l'extérieur + vmc hygro B+ chaudière et ecs à condensation+ NC : changement de fenetre + porte;;;;;;;;;
;;4039;;;;;;;H1;28;;;INDIVIDUEL;;;;108;10000;AH - TRAVAUX D'AMELIORATION ENERGETIQUE;Isolation des murs par l'extérieur + vmc hygro B+ chaudière et ecs à condensation+ NC : changement de fenetre + porte;;;;;;;;;
;;4039;;;;;;;H1;28;;;INDIVIDUEL;;;;108;8430;CHEQUE ENERGIE REGION;Isolation des murs par l'extérieur + vmc hygro B+ chaudière et ecs à condensation+ NC : changement de fenetre + porte;;;;;;;;;
;;3280;;;;;;;H1;28;;;INDIVIDUEL;;;;68;10000;AH - TRAVAUX D'AMELIORATION ENERGETIQUE;Changement chaudière pour chaudière avec ecs et ballon+ radiateur dans future sdb+ agrandissement pièce 10 mŒé en sdb+ isolation plafond cave+ isolation plafond R+1 avec trappe à créer+ porte + fenêtres + volets;;;;;;;;;
;;3280;;;;;;;H1;28;;;INDIVIDUEL;;;;68;2000;CODAH - ASE;Changement chaudière pour chaudière avec ecs et ballon+ radiateur dans future sdb+ agrandissement pièce 10 mŒé en sdb+ isolation plafond cave+ isolation plafond R+1 avec trappe à créer+ porte + fenêtres + volets;;;;;;;;;
;;15600;;;;;;;H1;28;;;INDIVIDUEL;;;;108;3500;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;Remplacement chaudière et ballon d'eau chaude par :1 - pompe à chaleur air/eau pour chauffageet 2 - pompe à chaleur air/eau pour ECS;;;;;;;;;
;;15600;;;;;;;H1;28;;;INDIVIDUEL;;;;108;7800;AH - TRAVAUX D'AMELIORATION ENERGETIQUE;Remplacement chaudière et ballon d'eau chaude par :1 - pompe à chaleur air/eau pour chauffageet 2 - pompe à chaleur air/eau pour ECS;;;;;;;;;
;;15600;;;;;;;H1;28;;;INDIVIDUEL;;;;108;2000;CODAH - ASE;Remplacement chaudière et ballon d'eau chaude par :1 - pompe à chaleur air/eau pour chauffageet 2 - pompe à chaleur air/eau pour ECS;;;;;;;;;
;;1550;;;;;;;H1;28;;;INDIVIDUEL;;;;47;511.5;DEPT - AIDE A L'HABITAT DURABLE;chaudière basse température;;;;;;;;;
;;3212;;;;;;;H1;28;;;INDIVIDUEL;;;;93;1939;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;remplacement 3 fenêtres + porte + chaudière et ecs à condensation et robinets thermostatiques+ isolation des murs extension (Nord/Est/ Sud)si insuffisant : ré-isolation combles+ ré-isolation toit extension (avec toiture);;;;;;;;;
;;3212;;;;;;;H1;28;;;INDIVIDUEL;;;;93;9694;AH - TRAVAUX D'AMELIORATION ENERGETIQUE;remplacement 3 fenêtres + porte + chaudière et ecs à condensation et robinets thermostatiques+ isolation des murs extension (Nord/Est/ Sud)si insuffisant : ré-isolation combles+ ré-isolation toit extension (avec toiture);;;;;;;;;
;;3212;;;;;;;H1;28;;;INDIVIDUEL;;;;93;2000;CODAH - ASE;remplacement 3 fenêtres + porte + chaudière et ecs à condensation et robinets thermostatiques+ isolation des murs extension (Nord/Est/ Sud)si insuffisant : ré-isolation combles+ ré-isolation toit extension (avec toiture);;;;;;;;;
;;1748;;;;;;;H1;28;;;;;;;60;438.75;DEPT - AIDE A L'HABITAT DURABLE;remplacement de la chaudiere;;;;;;;;;
;;7646;;;;;;;H1;28;;;INDIVIDUEL;;;;80;2500;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;ré-isolation sol combles et toiture+ porte entrée+ isolation plafond garage+ chaudière et ecs à condensation+ vannes thermostatiques;;;;;;;;;
;;7646;;;;;;;H1;28;;;INDIVIDUEL;;;;80;10000;AH - TRAVAUX D'AMELIORATION ENERGETIQUE;ré-isolation sol combles et toiture+ porte entrée+ isolation plafond garage+ chaudière et ecs à condensation+ vannes thermostatiques;;;;;;;;;
;;7646;;;;;;;H1;28;;;INDIVIDUEL;;;;80;1500;DEPT - AIDE A L'HABITAT DURABLE;ré-isolation sol combles et toiture+ porte entrée+ isolation plafond garage+ chaudière et ecs à condensation+ vannes thermostatiques;;;;;;;;;
;;6016;;;;;;;H1;28;;;INDIVIDUEL;;;;77;2500;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;chaudière et ecs à condensation+ vannes th. et programmateur+ 4 fenêtres et 2 velux+ isolation plafond cave;;;;;;;;;
;;;;;;;;;H1;28;;;INDIVIDUEL;;;;80;884;AH - AUTRE TRAVAUX PO;remplacement chaudiere 14000;;;;;;;;;
;;;;;;;;;H1;28;;;INDIVIDUEL;;;;80;933.04;DEPT - AIDE A L'HABITAT DURABLE;remplacement chaudiere 14000;;;;;;;;;
;;2392;;;;;;;H1;28;;;INDIVIDUEL;;;;65;1500;DEPT - AIDE A L'HABITAT DURABLE;remplacement de couverture et de chaudiere;;;;;;;;;
;;3603;;;;;;;H1;28;;;INDIVIDUEL;;;;44;721;AH - AUTRE TRAVAUX PO;remplacement de chaudiere par chaudiere a condensation;;;;;;;;;
;;5506;;;;;;;H1;28;;;;;;;38;3500;CAISSE RETRAITE;isolation sol 2 combles et toit+ chaudière et ecs à condensation et vannes th.+ vmc hygro B+ fenêtre ch./ 2 survitrages impostes / porte entrée;;;;;;;;;
;;5506;;;;;;;H1;28;;;;;;;38;1800;DEPT - AIDE A L'HABITAT DURABLE;isolation sol 2 combles et toit+ chaudière et ecs à condensation et vannes th.+ vmc hygro B+ fenêtre ch./ 2 survitrages impostes / porte entrée;;;;;;;;;
;;3683;;;;;;;H1;28;;;INDIVIDUEL;;;;60;2500;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;chaudière et ecs condensation+ vannes th. et programmateur+ ré-isolation sol combles+ 2 vitrages zénithaux+ 4 fenêtres et 2 portes;;;;;;;;;
;;3683;;;;;;;H1;28;;;INDIVIDUEL;;;;60;6473;AH - TRAVAUX D'AMELIORATION ENERGETIQUE;chaudière et ecs condensation+ vannes th. et programmateur+ ré-isolation sol combles+ 2 vitrages zénithaux+ 4 fenêtres et 2 portes;;;;;;;;;
;;3683;;;;;;;H1;28;;;INDIVIDUEL;;;;60;2000;CODAH - ASE;chaudière et ecs condensation+ vannes th. et programmateur+ ré-isolation sol combles+ 2 vitrages zénithaux+ 4 fenêtres et 2 portes;;;;;;;;;
;;14074;;;;;;;H1;28;;;;;;;110;10000;AH - TRAVAUX D'AMELIORATION ENERGETIQUE;chauffage et ecs au gaz condensation+ vmc insufflation ou hygro B+ double vitrage sur pavés de verre+ piquetage enduit sur 1 m et enduit chaux;;;;;;;;;
;;14074;;;;;;;H1;28;;;;;;;110;1200;DEPT - AIDE A L'HABITAT DURABLE;chauffage et ecs au gaz condensation+ vmc insufflation ou hygro B+ double vitrage sur pavés de verre+ piquetage enduit sur 1 m et enduit chaux;;;;;;;;;
;;18755;;;;;;;H1;28;;;;;;;82;2500;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;remplacement chaud. fioul et ecs elec. par chaudière bois+ ré-isolation sol combles;;;;;;;;;
;;18755;;;;;;;H1;28;;;;;;;82;9827;AH - TRAVAUX D'AMELIORATION ENERGETIQUE;remplacement chaud. fioul et ecs elec. par chaudière bois+ ré-isolation sol combles;;;;;;;;;
;;18755;;;;;;;H1;28;;;;;;;82;2000;CODAH - ASE;remplacement chaud. fioul et ecs elec. par chaudière bois+ ré-isolation sol combles;;;;;;;;;
;;18755;;;;;;;H1;28;;;;;;;82;1800;DEPT - AIDE A L'HABITAT DURABLE;remplacement chaud. fioul et ecs elec. par chaudière bois+ ré-isolation sol combles;;;;;;;;;
;;1870;;;;;;;H1;28;;;;;;;80;617.1;DEPT - AIDE A L'HABITAT DURABLE;Chaudière;;;;;;;;;
;;9767;;;;;;;H1;28;;;COLLECTIF;;;;70;1600;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;poèle à bois+ chauffage et ECS+ 3 fenêtres+ isolation plafond cave+ VMR;;;;;;;;;
;;9767;;;;;;;H1;28;;;COLLECTIF;;;;70;6000;AH - TRAVAUX D'AMELIORATION ENERGETIQUE;poèle à bois+ chauffage et ECS+ 3 fenêtres+ isolation plafond cave+ VMR;;;;;;;;;
;;23608;;;;;;;H1;28;;;INDIVIDUEL;;;;100;3500;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;traitement remontées capillaires+ chaudière et ecs + vmc + isolation toit par extérieur;;;;;;;;;
;;23608;;;;;;;H1;28;;;INDIVIDUEL;;;;100;10000;AH - TRAVAUX D'AMELIORATION ENERGETIQUE;traitement remontées capillaires+ chaudière et ecs + vmc + isolation toit par extérieur;;;;;;;;;
;;7375;;;;;;;H1;28;;;INDIVIDUEL;;;;90;2000;CODAH - ASE;Chaudière et ecs à condensation+ vannes th. + vmc hygro B+ ré-isolation sol combles cuisine;;;;;;;;;
;;9006;;;;;;;H1;28;;;INDIVIDUEL;;;;76;2000;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;ré-isolation sol combles séjour+ vmc hygro B+ chaudière ecs gaz condensation+ 2 portes+ faitage toiture;;;;;;;;;
;;4982;;;;;;;H1;28;;;INDIVIDUEL;;;;50;1800;DEPT - AIDE A L'HABITAT DURABLE;chaudière + toiture + isolation sous toiture;;;;;;;;;
;;5003;;;;;;;H1;28;;;INDIVIDUEL;;;;118;3500;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;Chaudière et ecs à condensation+ isolation plafond garage+ isolation 1 mur+ remplacement fenêtres et un velux+ vmc;;;;;;;;;
1459;1358;3707;;;24/11/2017;24/11/2017;2017;;H3;94;2B;HAUTE-CORSE;INDIVIDUEL;;;;;600;CEE (AGIR +);Rénovation simple;INVICTA;ELTON 6127;;BOIS;POELE;;;14;75
;;7860;;;;;;;H1;28;;;COLLECTIF;;;;47;3500;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;combles + Pompe à chaleurAmégement salle de bains;;;;;;;;;
;;7860;;;;;;;H1;28;;;COLLECTIF;;;;47;10000;AH - TRAVAUX POUR L'AUTONOMIE DE LA PERSONNE;combles + Pompe à chaleurAmégement salle de bains;;;;;;;;;
;;2619;;;;;;;H1;28;;;INDIVIDUEL;;;;90;1763.68;DEPT - AIDE A L'HABITAT DURABLE;chaudière et ecs condensation+ 3 vannes th.+ isolation sol combles+ vmc hygro B+ fenêtre sdb;;;;;;;;;
;;4379;;;;;;;H1;28;;;INDIVIDUEL;;;;85;2000;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;chaudière et ecs avec ballon+ vannes th et prog+ ré-isolation sol combles+ porte;;;;;;;;;
;;4379;;;;;;;H1;28;;;INDIVIDUEL;;;;85;5189.21;CHEQUE ENERGIE REGION;chaudière et ecs avec ballon+ vannes th et prog+ ré-isolation sol combles+ porte;;;;;;;;;
;;4697;;;;;;;H1;28;;;INDIVIDUEL;;;;95;2500;CAISSE RETRAITE;fenêtres+ chaudière gaz/ vannes th/prog+ isolation pignon Nord+ isolation plafonds garage+vmr;;;;;;;;;
;;4697;;;;;;;H1;28;;;INDIVIDUEL;;;;95;2500;CHEQUE ENERGIE REGION;fenêtres+ chaudière gaz/ vannes th/prog+ isolation pignon Nord+ isolation plafonds garage+vmr;;;;;;;;;
;;4697;;;;;;;H1;28;;;INDIVIDUEL;;;;95;2000;CODAH - ASE;fenêtres+ chaudière gaz/ vannes th/prog+ isolation pignon Nord+ isolation plafonds garage+vmr;;;;;;;;;
;;4697;;;;;;;H1;28;;;INDIVIDUEL;;;;95;1200;DEPT - AIDE A L'HABITAT DURABLE;fenêtres+ chaudière gaz/ vannes th/prog+ isolation pignon Nord+ isolation plafonds garage+vmr;;;;;;;;;
;;6073;;;;;;;H1;28;;;INDIVIDUEL;;;;100;970;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;ballon thermodymique+ poele à granulés+ vmc;;;;;;;;;
;;6073;;;;;;;H1;28;;;INDIVIDUEL;;;;100;2000;CODAH - ASE;ballon thermodymique+ poele à granulés+ vmc;;;;;;;;;
;;5454;;;;;;;H1;28;;;INDIVIDUEL;;;;137;2000;CODAH - ASE;Isolation mur sud et Nord par l'exterieurremplacement de la chaudiere Menuiseries exterieures;;;;;;;;;
3890;745;4284;;10/11/2017;;10/11/2017;2017;23953;H3;94;2B;HAUTE-CORSE;INDIVIDUEL;1970;de 1945 à 1973;4;90;;;Rénovation à plusieurs gestes de travaux;MCZ;MUSA HYDRO 15;GAZ;BOIS;POELE;;;15.4;92.1
1983;791;2998;;;12/12/2017;12/12/2017;2017;;H3;94;2B;HAUTE-CORSE;INDIVIDUEL;;;;;600;CEE (AGIR +);Rénovation simple;JOTUL;C 24;;BOIS;INSERT;;;7;78
1176;400;474;;;29/06/2018;29/06/2018;2018;;H3;94;2B;HAUTE-CORSE;INDIVIDUEL;;;;;1500;CEE (AGIR +);Rénovation simple;ADURO;15.1;;BOIS;POELE;;;6.5;78
;;11588;;;;;;;H1;28;;;INDIVIDUEL;;;;180;1200;DEPT - AIDE A L'HABITAT DURABLE;Changement 15 fenêtres + 2 portes+ passage au gaz changement chaudiere+ vmc hygro B;;;;;;;;;
;;3983;;;;;;;H1;28;;;INDIVIDUEL;;;;102;3500;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;Réfection+ isolation de la toiture + remplacement de la chaudiere;;;;;;;;;
;;4113;;;;;;;H1;28;;;INDIVIDUEL;;;;103;10000;AH - TRAVAUX D'AMELIORATION ENERGETIQUE;Isolation de 3 murs par l'extérieur (maison d'origine)+ changement de chaudière avec ecs par condensation+ vannes thermostatiques+ isolation plafond cave (entre solives, sous salon et entrée);;;;;;;;;
;;2010;;;;;;;H1;28;;;INDIVIDUEL;;;;62;663.3;DEPT - AIDE A L'HABITAT DURABLE;Chaudière et ecs;;;;;;;;;
;;2010;;;;;;;H1;28;;;INDIVIDUEL;;;;62;1200;INCONNU;Chaudière et ecs;;;;;;;;;
;;4113;;;;;;;H1;28;;;INDIVIDUEL;;;;103;3500;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;Isolation de 3 murs par l'extérieur (maison d'origine)+ changement de chaudière avec ecs par condensation+ vannes thermostatiques+ isolation plafond cave (entre solives, sous salon et entrée);;;;;;;;;
;;3168;;;;;;;H1;28;;;INDIVIDUEL;;;;120;2000;CODAH - ASE;8 fenêtres+ 1 porte vitrée+ chaudière à condensation+ vmr;;;;;;;;;
;;3168;;;;;;;H1;28;;;INDIVIDUEL;;;;120;1800;DEPT - AIDE A L'HABITAT DURABLE;8 fenêtres+ 1 porte vitrée+ chaudière à condensation+ vmr;;;;;;;;;
;;7580;;;;;;;H1;28;;;INDIVIDUEL;;;;110;2500;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;chaudière et ecs à condensation+ vannes th. et programmateur+ 8 fenêtres+ iso totale murs Nord et Est+ iso partielle Ouest R+2+ iso rampants;;;;;;;;;
;;7580;;;;;;;H1;28;;;INDIVIDUEL;;;;110;10000;AH - TRAVAUX D'AMELIORATION ENERGETIQUE;chaudière et ecs à condensation+ vannes th. et programmateur+ 8 fenêtres+ iso totale murs Nord et Est+ iso partielle Ouest R+2+ iso rampants;;;;;;;;;
;;7580;;;;;;;H1;28;;;INDIVIDUEL;;;;110;6041;CHEQUE ENERGIE REGION;chaudière et ecs à condensation+ vannes th. et programmateur+ 8 fenêtres+ iso totale murs Nord et Est+ iso partielle Ouest R+2+ iso rampants;;;;;;;;;
;;7580;;;;;;;H1;28;;;INDIVIDUEL;;;;110;2000;CODAH - ASE;chaudière et ecs à condensation+ vannes th. et programmateur+ 8 fenêtres+ iso totale murs Nord et Est+ iso partielle Ouest R+2+ iso rampants;;;;;;;;;
;;5781;;;;;;;H1;28;;;INDIVIDUEL;;;;54;1410;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;6 fenêtres, 1 porte sur cour et volets roulants+ isolation plafond cave+ chaudière Basse température + vannes th.(+ VMR?);;;;;;;;;
;;5781;;;;;;;H1;28;;;INDIVIDUEL;;;;54;7048;AH - TRAVAUX D'AMELIORATION ENERGETIQUE;6 fenêtres, 1 porte sur cour et volets roulants+ isolation plafond cave+ chaudière Basse température + vannes th.(+ VMR?);;;;;;;;;
;;3212;;;;;;;H1;28;;;INDIVIDUEL;;;;93;1500;DEPT - AIDE A L'HABITAT DURABLE;remplacement 3 fenêtres + porte + chaudière et ecs à condensation et robinets thermostatiques+ isolation des murs extension (Nord/Est/ Sud)si insuffisant : ré-isolation combles+ ré-isolation toit extension (avec toiture);;;;;;;;;
;;486;;;;;;;H1;28;;;INDIVIDUEL;;;;103;2500;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;ré-Isolation sol combles+ installation wmc hygro B+ changement 9 fenêtres + 1 PF+ vannes thermostatiques;;;;;;;;;
;;2478;;;;;;;H1;28;;;INDIVIDUEL;;;;75;4508;AH - TRAVAUX D'AMELIORATION ENERGETIQUE;Remplacement de chaudière par chaudière à condensation et rajout d'un radiateur.;;;;;;;;;
;;3058;;;;;;;H1;28;;;INDIVIDUEL;;;;60;1070;AH - AUTRE TRAVAUX PO;remplacement de chaudiere;;;;;;;;;
;;3058;;;;;;;H1;28;;;INDIVIDUEL;;;;60;967.76;DEPT - AIDE A L'HABITAT DURABLE;remplacement de chaudiere;;;;;;;;;
;;1935;;;;;;;H1;28;;;INDIVIDUEL;;;;94;368;AH - AUTRE TRAVAUX PO;Remplacement chaudière gaz murale par une de mème type;;;;;;;;;
;;6445;;;;;;;H1;28;;;INDIVIDUEL;;;;52;6147;AH - TRAVAUX D'AMELIORATION ENERGETIQUE;isolation des murs par l'extérieurAutonomie ?;;;;;;;;;
;;6445;;;;;;;H1;28;;;INDIVIDUEL;;;;52;2400;CODAH - ASE;isolation des murs par l'extérieurAutonomie ?;;;;;;;;;
;;;;;;;;;H1;28;;;INDIVIDUEL;;;;164;;;remplacement de chaudiere;;;;;;;;;
;;1080;;;;;;;H1;28;;;INDIVIDUEL;;;;77;3500;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;agrandissement chambre en cassant cloisons combles+ isolation d'un pignon chambre + iso toit+installation chauffage gaz dans chambre+ remplacement porte+ vmc hygrométrique;;;;;;;;;
