cout_materiaux_ht;cout_implementation_ht;cout_total_ht;cout_induit_ht;date_sigture_devis;date_facture;date_x;annee_travaux;revenu_mo;climat;code_region;region;code_departement;departement;type_logement;annee_construction;constr_cat;nb_pieces;surf_habitable;montant_aides_fincieres;type_aides_fincieres;renovation_globale;marque;modele;poste_isolation;isolant;epaisseur;resistance;surface;lambda
;;2970;;17/11/2017;29/11/2017;29/11/2017;2017;;H1;44;GDE;67;BAS-RHIN;INDIVIDUEL;;;;;;;RENOVATION A PLUSIEURS GESTES DE TRAVAUX;ISOVER;GR32;PLANCHER BAS;LAINE MINERALE;120;3.5;67.5;
;;2971.563981;;;22/01/2014;22/01/2014;2014;;H2;53;BRE;56;MORBIHAN;;;;;;;;;;;PLANCHER BAS;PLASTIQUES;;3.1;75;
;;2972.511848;;;11/08/2011;11/08/2011;2011;;H1;24;CVL;28;EURE-ET-LOIR;;;;;;;;;;;RAMPANTS;LAINE MINERALE;240;6;45;
;;2975.35545;;;;;;47467;H1;32;HDF;80;SOMME;INDIVIDUEL;1900;av. 1945;;170;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;2981.990521;;;;;;;H2;53;BRE;;;;;;;;;;;;;RAMPANTS;LAINE MINERALE;;6;62;
;;2982;;;;;;;;76;OCC;;;;;;;;;;;;;RAMPANTS;LAINE MINERALE;;;21;
;;2989.57346;;;;;;;H1;84;ARA;69;RHONE;INDIVIDUEL;1945;de 1945 � 1973;;234;;;;;;ITI;;;;;
;;2990.521327;;;10/02/2014;10/02/2014;2014;;H2;53;BRE;56;MORBIHAN;;;;;;;;;;;PLANCHER BAS;LAINE MINERALE;;3.1;56;
;;2991.469194;;;;01/11/2012;2012;;H1;24;CVL;28;EURE-ET-LOIR;;;;;;;;;;;COMBLES PERDUES;LAINE VEGETALE;240;6;72;0.04
;;2994.312796;;;20/06/2014;20/06/2014;2014;;H2;53;BRE;56;MORBIHAN;;;;;;;;;;;PLANCHER BAS;PLASTIQUES;;3.1;80.92;
;;3000;;;;;;;H2;84;ARA;;;;;;;;;;;;;COMBLES PERDUES;;;;;
;;3000;;;;;;;H2;84;ARA;07;ARDECHE;;;;;;;;;;;COMBLES PERDUES;;;;;
768.7203791;2232.227488;3000;;;10/06/2014;10/06/2014;2014;;H1;24;CVL;28;EURE-ET-LOIR;;;;;;;;;;;COMBLES PERDUES;LAINE MINERALE;300;7.5;27;
;;3000;;03/09/2018;25/04/2018;25/04/2018;2018;;H1;27;BFC;21;COTE-D'OR;INDIVIDUEL;1996;ap. 1990;;100;1250;AIDE TERRITOIRE;R�novation � plusieurs gestes de travaux;ROCKWOOL;JETROCK;COMBLES PERDUES;LAINE MINERALE;345;7.5;150;
;;3000.947867;;;31/05/2010;31/05/2010;2010;;H2;24;CVL;;;;;;;;;;;;;RAMPANTS;LAINE MINERALE;240;6;66;
;;3002.843602;;;30/01/2017;30/01/2017;2017;;H2;53;BRE;;;INDIVIDUEL;;;;;;;;;;COMBLES PERDUES;LAINE VEGETALE;;7;55;
;;3017.061611;;;12/01/2011;12/01/2011;2011;;H2;24;CVL;;;;;;;;;;;;;COMBLES PERDUES;LAINE MINERALE;340;7.5;85;
;;3018;;;;;;;H1;28;NOR;;;;;;;96;2000;CODAH - ASE;"remplacement chaudi�re fioul par condensation - gaz

+ changement 8 fen�tres et 1 porte + volets

+ isolation mur garage / maison et porte

";;;ITI;;;;;
;;3018;;;;;;;H1;28;NOR;;;;;;;96;2500;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;"remplacement chaudi�re fioul par condensation - gaz

+ changement 8 fen�tres et 1 porte + volets

+ isolation mur garage / maison et porte

";;;ITI;;;;;
;;3018;;;;;;;H1;28;NOR;;;;;;;96;6650;AH - TRAVAUX D'AMELIORATION ENERGETIQUE;"remplacement chaudi�re fioul par condensation - gaz

+ changement 8 fen�tres et 1 porte + volets

+ isolation mur garage / maison et porte

";;;ITI;;;;;
;;3018;;;;;;;H1;28;NOR;;;;;;;96;0;DEPT - AIDE A L'HABITAT DURABLE;"remplacement chaudi�re fioul par condensation - gaz

+ changement 8 fen�tres et 1 porte + volets

+ isolation mur garage / maison et porte

";;;ITI;;;;;
;;3019.905213;;;;;;;H1;84;ARA;42;LOIRE;;;;;;;;BBC RENOVATION;;;RAMPANTS;;;;;
;;3021;166;;;;;;;;Z_Non Connu;;;;;;;;;;;KUF;KTHANE FACADE;PLANCHER BAS;PLASTIQUES;85;3.7;57;
;;3021;;;;;;;H2;53;BRE;;;;;;;;;;;KUF;KTHANE FACADE;PLANCHER BAS;PLASTIQUES;85;3.7;57;
;;3022.748815;;;;;;;H1;32;HDF;02;AISNE;INDIVIDUEL;1949;de 1945 � 1973;;92;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;3027.488152;;;;;;;H1;84;ARA;42;LOIRE;;;;;;;;BBC RENOVATION;;;RAMPANTS;;;;;
;;3031.279621;;;02/08/2014;02/08/2014;2014;;H1;24;CVL;28;EURE-ET-LOIR;;;;;;;;;;;COMBLES PERDUES;LAINE VEGETALE;;7.3;40;
;;3032.227488;;;;;;;H1;84;ARA;;;;;;;;;;PERFORMANT - BOUQUET 2 TRAVAUX;;;RAMPANTS;;;;;
;;3033.175355;;;;;;;H1;32;HDF;80;SOMME;INDIVIDUEL;1930;av. 1945;;120;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;3033.175355;;;;;;;H2;53;BRE;35;ILLE-ET-VILAINE;;1948;de 1945 � 1973;;126;;;;;;PLANCHER BAS;;;;;
;;3033.175355;;;13/02/2012;13/02/2012;2012;;H1;24;CVL;;;;;;;;;;;;;COMBLES PERDUES;LAINE MINERALE;350;7.5;65;
;;3043;;;;;;;;76;OCC;;;;;;;;;;;;;COMBLES PERDUES;;;;109;
;;3044.549763;;;;;;;H1;84;ARA;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;RAMPANTS;;;;;
;;3048.341232;;;13/01/2014;13/01/2014;2014;;H2;53;BRE;56;MORBIHAN;;;;;;;;;;;PLANCHER BAS;PLASTIQUES;;3.8;56.21;
;;3048.341232;;;19/03/2014;19/03/2014;2014;;H2;24;CVL;36;INDRE;;;;;;;;;;;COMBLES PERDUES;LAINE VEGETALE;360;7;101;0.052
;;3055;;01/01/2013;01/01/2013;01/01/2013;2013;;H1;28;NOR;76;SEINE-MARITIME;INDIVIDUEL;1930;av. 1945;4;85;15550;AH HABITER MIEUX COMMUUTE DE COMMUNE;R�novation � plusieurs gestes de travaux;;;COMBLES PERDUES;LAINE MINERALE;240;6;65;
;;3057;;;;;;;H2;84;ARA;26;DROME;INDIVIDUEL;2008;ap. 1990;;129;;;R�novation simple;CELLISOL;DOLCEA;COMBLES PERDUES;LAINE VEGETALE;270;7.1;129;0.038
;;3062.559242;;;;;;33191;H1;32;HDF;80;SOMME;INDIVIDUEL;1976;de 1974 � 1990;;101;;;R�novation � plusieurs gestes de travaux ;;;COMBLES PERDUES;;;;;
;;3064.454976;;;22/11/2011;22/11/2011;2011;;H2;24;CVL;;;;;;;;;;;;;COMBLES PERDUES;LAINE VEGETALE;380;7.5;75;
2717.535545;356.3981043;3073.933649;;;23/11/2009;23/11/2009;2009;;H1;24;CVL;;;;;;;;;;;;;RAMPANTS;LAINE MINERALE;240;6;31;
;;3079.620853;;;09/03/2014;09/03/2014;2014;;H2;53;BRE;56;MORBIHAN;;;;;;;;;;;ITI;LAINE MINERALE;;3.8;110;
;;3079.620853;;;05/12/2016;05/12/2016;2016;;H2;53;BRE;;;INDIVIDUEL;;;;;;;;;;PLANCHER BAS;LAINE MINERALE;;5;40;
;;3084.36019;;;21/02/2012;21/02/2012;2012;;H2;24;CVL;41;LOIR-ET-CHER;;;;;;;;;;;COMBLES PERDUES;LAINE VEGETALE;350;7.5;49;
;;3086.255924;;04/06/2015;;04/06/2015;2015;;;75;NAQ;;;INDIVIDUEL;;;;;;;;;;COMBLES PERDUES;LAINE VEGETALE;350;7;155;
;;3088.151659;;;;;;;H1;32;HDF;80;SOMME;INDIVIDUEL;1900;av. 1945;;55;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;3089.099526;;;;;;;H1;84;ARA;69;RHONE;INDIVIDUEL;1945;de 1945 � 1973;;150;;;;;;PLANCHER BAS;;;;;
;;3093.838863;;;;;;;H1;84;ARA;69;RHONE;INDIVIDUEL;1945;de 1945 � 1973;;170;;;;;;PLANCHER BAS;;;;;
;;3094;;25/10/2016;;25/10/2016;2016;;H2;53;BRE;56;MORBIHAN;INDIVIDUEL;;;;;;;;;;RAMPANTS;LAINE MINERALE;220;6.3;104;0.0352
;;3094;;;;;;;H1;28;NOR;61;ORNE;INDIVIDUEL;;;;;;CITE. CEE;R�novation simple;ROCKWOOL;JETROCK 005;COMBLES PERDUES;LAINE MINERALE;315;7;119;
1565.876777;1528.909953;3094.78673;;;;;;;H2;76;OCC;;;INDIVIDUEL;1980;de 1974 � 1990;;;;;;;;COMBLES PERDUES;;;;;
;;3094.78673;;;09/12/2011;09/12/2011;2011;;H2;24;CVL;41;LOIR-ET-CHER;;;;;;;;;;;COMBLES PERDUES;LAINE MINERALE;300;7.5;33;
;;3095;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;67;1200;DEPT - AIDE A L'HABITAT DURABLE;6 fen�tres + 2 portes + isolation combles + isolation plafond cave;;;COMBLES PERDUES;;;;;
;;3095;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;67;2000;CODAH - ASE;6 fen�tres + 2 portes + isolation combles + isolation plafond cave;;;COMBLES PERDUES;;;;;
;;3095;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;67;3500;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;6 fen�tres + 2 portes + isolation combles + isolation plafond cave;;;COMBLES PERDUES;;;;;
;;3095;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;67;5224;AH - TRAVAUX D'AMELIORATION ENERGETIQUE;6 fen�tres + 2 portes + isolation combles + isolation plafond cave;;;COMBLES PERDUES;;;;;
;;3100.473934;;;29/02/2016;29/02/2016;2016;;H2;53;BRE;;;INDIVIDUEL;;;;;;;;;;COMBLES PERDUES;LAINE MINERALE;;7;72;
;;3108;;27/06/2018;27/06/2018;27/06/2018;2018;;H1;44;GDE;;;INDIVIDUEL;1936;av. 1945;;170;;;RENOVATION A PLUSIEURS GESTES DE TRAVAUX;;GR32 KRAFT;ITI;LAINE MINERALE;120;3.8;111;0.032
;;3111.848341;;;21/03/2014;21/03/2014;2014;;H2;53;BRE;56;MORBIHAN;;;;;;;;;;;PLANCHER BAS;PLASTIQUES;;3.2;65.3;
;;3116;;;;;;;;76;OCC;;;;;;;;;;;;;ITI;LAINE MINERALE;;;82;
;;3120;;20/12/2017;19/04/2018;19/04/2018;2018;;H2;53;BRE;22;COTES-D'ARMOR;INDIVIDUEL;2003;ap. 1990;;;-13;;false;IGLOO;GREYSNOW;COMBLES PERDUES;LAINE VEGETALE;;7;53;
;;3122.274882;;;31/01/2012;31/01/2012;2012;;H2;24;CVL;41;LOIR-ET-CHER;;;;;;;;;;;COMBLES PERDUES;LAINE MINERALE;200;5;109;
607.5829384;2514.691943;3122.274882;;;30/11/2009;30/11/2009;2009;;H2;75;NAQ;24;DORDOGNE;;;;;;;;;;;COMBLES PERDUES;LAINE VEGETALE;250;5;25;
;;3124;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;80;2000;CODAH - ASE;"r�-isolation sol combles et toiture

+ porte entr�e

+ isolation plafond garage

+ chaudi�re et ecs � condensation

+ vannes thermostatiques";;;ITI;;;;;
;;3124;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;80;1500;DEPT - AIDE A L'HABITAT DURABLE;"r�-isolation sol combles et toiture

+ porte entr�e

+ isolation plafond garage

+ chaudi�re et ecs � condensation

+ vannes thermostatiques";;;ITI;;;;;
;;3124;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;80;2500;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;"r�-isolation sol combles et toiture

+ porte entr�e

+ isolation plafond garage

+ chaudi�re et ecs � condensation

+ vannes thermostatiques";;;ITI;;;;;
;;3124;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;80;10000;AH - TRAVAUX D'AMELIORATION ENERGETIQUE;"r�-isolation sol combles et toiture

+ porte entr�e

+ isolation plafond garage

+ chaudi�re et ecs � condensation

+ vannes thermostatiques";;;ITI;;;;;
1677;1450;3127;1159.241706;26/10/2017;19/11/2018;19/11/2018;2018;;H1;27;BFC;21;COTE-D'OR;INDIVIDUEL;1900;av. 1945;;200;1250;AIDE TERRITOIRE;R�novation � plusieurs gestes de travaux;;;ITE;LAINE VEGETALE;150;4;45;
;;3127.962085;;;;;;;H1;32;HDF;;;INDIVIDUEL;1950;de 1945 � 1973;;78;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;3127.962085;;;;;;;H2;53;BRE;35;ILLE-ET-VILAINE;;1966;de 1945 � 1973;;77;;;;;;PLANCHER BAS;;;;;
2502.369668;625.5924171;3127.962085;;;;;;;H2;76;OCC;;;INDIVIDUEL;2001;ap. 1990;;;;;;;;COMBLES PERDUES;;;;;
;;3127.962085;;;26/07/2013;26/07/2013;2013;;H1;24;CVL;28;EURE-ET-LOIR;;;;;;;;;;;COMBLES PERDUES;LAINE MINERALE;420;7;66;0.06
;;3127.962085;;;27/03/2012;27/03/2012;2012;;H1;24;CVL;;;;;;;;;;;;;COMBLES PERDUES;LAINE MINERALE;350;7.5;45;
;;3127.962085;;;02/09/2012;02/09/2012;2012;;H1;24;CVL;;;;;;;;;;;;;COMBLES PERDUES;LAINE MINERALE;350;7.5;60;
;;3127.962085;;;23/12/2011;23/12/2011;2011;;H1;24;CVL;;;;;;;;;;;;;COMBLES PERDUES;LAINE MINERALE;350;7.5;80;
;;3134.597156;;;16/11/2016;16/11/2016;2016;;H2;53;BRE;56;MORBIHAN;;;;;;;;;;;COMBLES PERDUES;LAINE MINERALE;;6.3;104.5;
;;3134.597156;;;;;;;H1;84;ARA;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;RAMPANTS;;;;;
;;3138.388626;;;;;;;H1;84;ARA;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;RAMPANTS;;;;;
;;3138.388626;;;;;;;H1;84;ARA;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;RAMPANTS;;;;;
;;3142;;05/10/2016;;05/10/2016;2016;;H2;53;BRE;56;MORBIHAN;INDIVIDUEL;;;;;;;;;;RAMPANTS;LAINE MINERALE;240;6;84;0.04
;;3149.763033;;;21/02/2012;21/02/2012;2012;;H2;24;CVL;36;INDRE;;;;;;;;;;;COMBLES PERDUES;LAINE MINERALE;340;7.5;65;
;;3156;;;;;;;H2;84;ARA;;;;;;;;;;;;;COMBLES PERDUES;;;;;
;;3158.293839;;;14/11/2011;14/11/2011;2011;;H2;24;CVL;;;;;;;;;;;;;COMBLES PERDUES;LAINE MINERALE;340;7.5;68;
;;3163.033175;;;29/02/2016;29/02/2016;2016;;H2;53;BRE;56;MORBIHAN;;;;;;;;;;;ITE;PLASTIQUES;;4.5;31.85;
;;3164.92891;;;06/01/2014;06/01/2014;2014;;H2;53;BRE;56;MORBIHAN;;;;;;;;;;;ITE;PLASTIQUES;;3.8;50;
;;3172.511848;;;14/02/2012;14/02/2012;2012;;H2;24;CVL;;;;;;;;;;;;;COMBLES PERDUES;LAINE VEGETALE;400;8;90;
;;3180;174.9;;;;;;;;Z_Non Connu;;;;;;;;;;;;;COMBLES PERDUES;LAINE MINERALE;400;10;106;
;;3180;;;;;;;H2;53;BRE;;;;;;;;;;;;;COMBLES PERDUES;LAINE MINERALE;400;10;106;
;;3180.094787;;;;;;;H1;32;HDF;60;OISE;INDIVIDUEL;1900;av. 1945;;100;;;R�novation � plusieurs gestes de travaux ;;;COMBLES PERDUES;;;;;
;;3182.938389;;;30/09/2011;30/09/2011;2011;;H2;24;CVL;;;;;;;;;;;;;COMBLES PERDUES;LAINE MINERALE;340;7.5;75;
;;3183.886256;;;21/06/2009;21/06/2009;2009;;H1;24;CVL;;;;;;;;;;;;;RAMPANTS;LAINE VEGETALE;250;6.3;40;0.04
;;3186.729858;;;08/01/2013;08/01/2013;2013;;H1;24;CVL;;;;;;;;;;;;;RAMPANTS;LAINE MINERALE;260;6.5;61;0.04
;;3189.57346;;;24/04/2014;24/04/2014;2014;;H2;53;BRE;56;MORBIHAN;;;;;;;;;;;PLANCHER BAS;PLASTIQUES;;3;58;
;;3192.417062;;;;;;;H1;84;ARA;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;RAMPANTS;;;;;
;;3193;618;07/06/2018;07/06/2018;07/06/2018;2018;;H2;75;NAQ;17;CHARENTE-MARITIME;INDIVIDUEL;;;;;;;RENOVATION SIMPLE;;;COMBLES PERDUES;LAINE VEGETALE;350;7;103;
;;3200;;;;;;;H2;84;ARA;;;;;;;;;;;;;COMBLES PERDUES;;;;;
;;3203.791469;;;12/09/2016;12/09/2016;2016;;H2;53;BRE;;;INDIVIDUEL;;;;;;;;;;PLANCHER BAS;LAINE MINERALE;;3.1;65;
;;3203.791469;;18/11/2015;;18/11/2015;2015;;;75;NAQ;;;INDIVIDUEL;;;;;;;;;;RAMPANTS;LAINE MINERALE;300;7.5;28;
1481.516588;1722.274882;3203.791469;;;10/10/2011;10/10/2011;2011;;H1;24;CVL;28;EURE-ET-LOIR;;;;;;;;;;;RAMPANTS;LAINE VEGETALE;210;6.2;63;
1210;2000;3210;4052.559242;28/05/2018;28/06/2018;28/06/2018;2018;;H1;27;BFC;71;SAONE-ET-LOIRE;INDIVIDUEL;;;;;;;RENOVATION SIMPLE;;PAVAFLEX CONFORT;RAMPANTS;LAINE VEGETALE;;6.3;36;
2096.682464;1114.691943;3211.374408;;;10/10/2011;10/10/2011;2011;;H1;24;CVL;28;EURE-ET-LOIR;;;;;;;;;;;COMBLES PERDUES;LAINE VEGETALE;360;7.5;81;
;;3212.322275;;;;;;;H2;53;BRE;;;;;;;;;;;;;RAMPANTS;LAINE MINERALE;;6.5;44;
;;3218.957346;;;;;;;H1;84;ARA;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;RAMPANTS;;;;;
;;3219.905213;;;12/12/2011;12/12/2011;2011;;H2;24;CVL;;;;;;;;;;;;;COMBLES PERDUES;LAINE MINERALE;350;7.5;92;
;;3220;;;;;;;;76;OCC;;;;;;;;;;;;;COMBLES PERDUES;;;;109;
;;3222.748815;;;;16/04/2013;2013;;H1;24;CVL;28;EURE-ET-LOIR;;;;;;;;;;;PLANCHER BAS;LAINE VEGETALE;120;2.9;43;0.042
2972.511848;250.2369668;3222.748815;;;;;;;H2;76;OCC;;;INDIVIDUEL;1990;de 1974 � 1990;;;;;RENOVATION SIMPLE;;;COMBLES PERDUES;;;;;
2000;1225;3225;;;06/12/2018;06/12/2018;2018;;H3;94;COR;2B;HAUTE-CORSE;INDIVIDUEL;1970;de 1945 � 1973;3;70;;;R�novation � plusieurs gestes de travaux ;;;COMBLES PERDUES;LAINE MINERALE;330;7;100;0.04
;;3226.540284;;;;;;28520;H1;32;HDF;80;SOMME;INDIVIDUEL;1949;de 1945 � 1973;;92;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;3229;;29/12/2015;;29/12/2015;2015;;H2;53;BRE;56;MORBIHAN;INDIVIDUEL;;;;;;;;;;COMBLES PERDUES;LAINE VEGETALE;266;7;140;0.038
;;3230.331754;;;;;;;H1;84;ARA;42;LOIRE;;;;;;;;PERFORMANT - BOUQUET 2 TRAVAUX;;;RAMPANTS;;;;;
;;3232.227488;;;19/11/2013;19/11/2013;2013;;H1;24;CVL;;;;;;;;;;;;;COMBLES PERDUES;LAINE MINERALE;320;7;82;0.045
;;3233.175355;;;;;;;H2;53;BRE;35;ILLE-ET-VILAINE;;1971;de 1945 � 1973;;213;;;;;;ITI;;;;;
;;3234;;10/10/2016;;10/10/2016;2016;;H2;53;BRE;56;MORBIHAN;INDIVIDUEL;;;;;;;;;;RAMPANTS;LAINE MINERALE;270;6;77;0.045
;;3240;;29/09/2015;;29/09/2015;2015;;H2;53;BRE;56;MORBIHAN;INDIVIDUEL;;;;;;;;;;COMBLES PERDUES;LAINE MINERALE;300;7.5;60;0.04
;;3240;341.2322275;13/03/2018;25/06/2018;25/06/2018;2018;;H1;27;BFC;21;COTE-D'OR;INDIVIDUEL;1988;de 1974 � 1990;;100;1250;AIDE TERRITOIRE;R�novation � plusieurs gestes de travaux;UNIVERCELL;CONFORT;COMBLES PERDUES;LAINE VEGETALE;380;7.5;108;
;;3245.49763;;;16/02/2012;16/02/2012;2012;;H2;24;CVL;;;;;;;;;;;;;COMBLES PERDUES;LAINE MINERALE;340;7.5;80;
;;3246;;;;;;;H1;28;NOR;76;SEINE-MARITIME;INDIVIDUEL;;;;85;7673;AH - TRAVAUX D'AMELIORATION ENERGETIQUE;"r�-isolation sol des combles

+ 5 fen�tres et porte

+ 2 convecteurs replac�s par caloporteurs

+ vmc remplac�e par vmc hygro B

+ cumulus remplac� par ballon thermodymique";;;COMBLES PERDUES;;;;;
;;3246;;;;;;;H1;28;NOR;76;SEINE-MARITIME;INDIVIDUEL;;;;85;1200;DEPT - AIDE A L'HABITAT DURABLE;"r�-isolation sol des combles

+ 5 fen�tres et porte

+ 2 convecteurs replac�s par caloporteurs

+ vmc remplac�e par vmc hygro B

+ cumulus remplac� par ballon thermodymique";;;COMBLES PERDUES;;;;;
;;3246;;;;;;;H1;28;NOR;76;SEINE-MARITIME;INDIVIDUEL;;;;85;0;CAISSE RETRAITE;"r�-isolation sol des combles

+ 5 fen�tres et porte

+ 2 convecteurs replac�s par caloporteurs

+ vmc remplac�e par vmc hygro B

+ cumulus remplac� par ballon thermodymique";;;COMBLES PERDUES;;;;;
;;3246;;;;;;;H1;28;NOR;76;SEINE-MARITIME;INDIVIDUEL;;;;85;2000;CODAH - ASE;"r�-isolation sol des combles

+ 5 fen�tres et porte

+ 2 convecteurs replac�s par caloporteurs

+ vmc remplac�e par vmc hygro B

+ cumulus remplac� par ballon thermodymique";;;COMBLES PERDUES;;;;;
;;3246;;;;;;;H1;28;NOR;76;SEINE-MARITIME;INDIVIDUEL;;;;85;1535;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;"r�-isolation sol des combles

+ 5 fen�tres et porte

+ 2 convecteurs replac�s par caloporteurs

+ vmc remplac�e par vmc hygro B

+ cumulus remplac� par ballon thermodymique";;;COMBLES PERDUES;;;;;
;;3248.341232;;16/05/2018;16/05/2018;16/05/2018;2018;;H3;94;COR;2B;HAUTE-CORSE;INDIVIDUEL;2004;ap. 1990;;;;;;;;ITI;;100;3.1;45;0.032
;;3248.341232;;15/05/2018;15/05/2018;15/05/2018;2018;;H3;94;COR;2B;HAUTE-CORSE;INDIVIDUEL;2004;ap. 1990;;;;;;;;ITI;;100;3.1;45;0.032
;;3248.341232;;;02/02/2014;02/02/2014;2014;;H2;24;CVL;36;INDRE;;;;;;;;;;;ITE;LAINE MINERALE;130;3.8;50;0.035
;;3249.2891;;;;;;;H1;84;ARA;42;LOIRE;;;;;;;;PERFORMANT - BOUQUET 2 TRAVAUX;;;RAMPANTS;;;;;
;;3258;;;;;;;H2;84;ARA;;;;;;;;;;;;;COMBLES PERDUES;;;;;
;;3262.559242;;12/11/2015;;12/11/2015;2015;;;75;NAQ;;;INDIVIDUEL;;;;;;;;;;COMBLES PERDUES;LAINE MINERALE;320;7;170;
;;3264.454976;;;12/09/2011;12/09/2011;2011;;H2;24;CVL;;;;;;;;;;;;;COMBLES PERDUES;LAINE MINERALE;340;7.5;98;
;;3266.350711;;;11/08/2017;11/08/2017;2017;;H2;53;BRE;;;INDIVIDUEL;;;;;;;;;;ITI;LAINE MINERALE;;3.8;55.46;
;;3266.350711;;;;02/08/2012;2012;;H1;24;CVL;28;EURE-ET-LOIR;;;;;;;;;;;PLANCHER BAS;PLASTIQUES;130;3.6;85;0.0361
;;3266.350711;;;17/11/2011;17/11/2011;2011;;H2;24;CVL;;;;;;;;;;;;;COMBLES PERDUES;LAINE MINERALE;340;7.5;95;
;;3268.246445;;29/05/2018;29/05/2018;29/05/2018;2018;24901;H1;28;NOR;14;CALVADOS;INDIVIDUEL;1972;de 1945 � 1973;12;117;;;RENOVATION A PLUSIEURS GESTES DE TRAVAUX;ISOVER ;;PLANCHER BAS;LAINE MINERALE;120;;85;
;;3270.14218;;;;;;;H1;32;HDF;80;SOMME;INDIVIDUEL;1900;av. 1945;;130;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;3270.14218;;;20/10/2011;20/10/2011;2011;;H1;24;CVL;;;;;;;;;;;;;COMBLES PERDUES;LAINE MINERALE;340;7.5;104;
;;3271.090047;;;14/03/2012;14/03/2012;2012;;H2;24;CVL;;;;;;;;;;;;;RAMPANTS;LAINE MINERALE;240;6.2;55;
;;3272.985782;;;12/09/2011;12/09/2011;2011;;H2;24;CVL;;;;;;;;;;;;;COMBLES PERDUES;LAINE VEGETALE;390;7.5;47;
;;3276;620.3791469;31/08/2017;27/11/2017;27/11/2017;2017;;H1;27;BFC;21;COTE-D'OR;INDIVIDUEL;1983;de 1974 � 1990;;117;1250;AIDE TERRITOIRE;R�novation � plusieurs gestes de travaux;UNIVERCELL;CONFORT;COMBLES PERDUES;LAINE VEGETALE;380;7.5;117;
2585.781991;700.4739336;3286.255924;;;02/05/2010;02/05/2010;2010;;H1;24;CVL;28;EURE-ET-LOIR;;;;;;;;;;;COMBLES PERDUES;LAINE MINERALE;250;6;86;
;;3300;;;;;;;H2;84;ARA;;;;;;;;;;;;;COMBLES PERDUES;;;;;
2574.407583;726.0663507;3300.473934;;;25/11/2011;25/11/2011;2011;;H1;24;CVL;;;;;;;;;;;;;COMBLES PERDUES;LAINE MINERALE;340;7.5;44;
2579.146919;727.014218;3306.161137;;;18/11/2011;18/11/2011;2011;;H1;24;CVL;;;;;;;;;;;;;COMBLES PERDUES;LAINE MINERALE;340;7.5;58;
;;3307.109005;;;;01/05/2012;2012;;H1;24;CVL;28;EURE-ET-LOIR;;;;;;;;;;;COMBLES PERDUES;;180;4.5;83;0.04
;;3312.796209;;;;;;;H1;32;HDF;60;OISE;INDIVIDUEL;1976;de 1974 � 1990;;53;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;3312.796209;;;;;;;H2;53;BRE;35;ILLE-ET-VILAINE;;1974;de 1974 � 1990;;121;;;;;;COMBLES PERDUES;;;;;
;;3314.691943;;;;;;;H1;84;ARA;42;LOIRE;;;;;;;;BBC RENOVATION;;;RAMPANTS;;;;;
;;3315;437.7467299;10/03/2017;11/06/2017;11/06/2017;2017;;H1;27;BFC;21;COTE-D'OR;INDIVIDUEL;1989;de 1974 � 1990;;;1250;AIDE TERRITOIRE;R�novation � plusieurs gestes de travaux;STEICO;STEICO ZELL;COMBLES PERDUES;LAINE VEGETALE;420;8;85;
;;3316.587678;;02/12/2016;;02/12/2016;2016;;;75;NAQ;;;INDIVIDUEL;;;;;;;;;;RAMPANTS;LAINE MINERALE;320;8;37.25;
;;3317.535545;;;;;;;H1;32;HDF;80;SOMME;INDIVIDUEL;1900;av. 1945;;180;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;3317.535545;;;;;;;H1;32;HDF;80;SOMME;;1949;de 1945 � 1973;;120;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
